date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg,team_id,opponent_id
2022-08-18,Tennessee Tech Golden Eagles,IUPUI,Home,Loss,0,1,NA,1,0,0,9,2,3,0,0,0,0,0,90:00,1,3,0,0,0,0,0,8,0,0,0,1,1,10,4,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,1,692,2699
2022-08-21,Tennessee Tech Golden Eagles,Lipscomb,Away,Loss,0,4,NA,1,0,0,4,4,9,0,1,0,0,0,90:00,4,5,0,0,0,0,0,2,0,0,0,4,4,13,9,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,692,28600
2022-08-25,Tennessee Tech Golden Eagles,Furman,Home,Win,4,1,NA,1,4,5,11,5,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,1,1,0,13,3,8,0,1,0,0,0,90:00,4,1,0,0,0,0,0,5,0,0,0,692,244
2022-08-28,Tennessee Tech Golden Eagles,Western Ky.,Home,Draw,1,1,NA,1,1,0,8,4,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,0,1,0,18,5,14,0,2,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,0,692,772
2022-09-01,Tennessee Tech Golden Eagles,Chattanooga,Away,Draw,1,1,NA,1,1,1,11,3,8,0,1,0,0,0,90:00,1,7,0,0,0,0,0,3,0,0,0,1,0,12,8,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,0,692,693
2022-09-04,Tennessee Tech Golden Eagles,Tennessee,Away,Loss,0,7,NA,1,0,0,8,4,3,0,0,0,0,0,90:00,7,6,0,0,0,0,0,1,0,0,0,7,5,18,13,7,0,0,0,0,0,90:00,0,4,1,1,0,0,0,8,0,0,1,692,694
2022-09-08,Tennessee Tech Golden Eagles,Middle Tenn.,Away,Win,3,1,NA,1,3,4,8,5,8,0,1,0,0,0,90:00,1,7,0,0,0,0,0,3,0,0,1,1,1,18,8,5,0,0,0,0,0,90:00,3,3,0,0,0,0,0,6,0,0,0,692,419
2022-09-15,Tennessee Tech Golden Eagles,Samford,Home,Loss,0,1,NA,1,0,0,6,0,15,0,1,0,0,0,90:00,1,7,0,0,0,0,0,2,0,0,0,1,1,17,8,8,0,2,0,0,0,90:00,0,0,1,0,0,0,0,3,0,0,1,692,625
2022-09-18,Tennessee Tech Golden Eagles,Eastern Ill.,Away,Win,1,0,NA,1,1,1,20,9,7,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,0,0,12,4,8,0,0,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,0,692,201
2022-09-22,Tennessee Tech Golden Eagles,Southern Ind.,Away,Win,4,0,NA,1,4,4,15,6,5,0,0,0,0,0,90:00,0,2,1,0,0,0,0,14,0,0,1,0,0,4,2,8,0,0,0,0,0,90:00,4,2,0,0,0,0,0,2,0,0,0,692,661
2022-09-25,Tennessee Tech Golden Eagles,Lindenwood,Home,Draw,0,0,NA,1,0,0,27,8,14,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,0,0,0,1,1,16,1,1,0,0,0,90:00,0,8,1,0,0,0,0,0,0,0,0,692,30136
2022-10-02,Tennessee Tech Golden Eagles,UT Martin,Away,Draw,2,2,NA,1,2,1,11,4,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,3,0,0,0,2,1,12,5,14,0,0,0,0,0,90:00,2,2,0,0,0,0,0,7,0,0,0,692,695
2022-10-06,Tennessee Tech Golden Eagles,SIUE,Home,Win,2,0,NA,1,2,2,7,4,14,0,1,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,0,0,8,4,10,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0,692,660
2022-10-16,Tennessee Tech Golden Eagles,Southeast Mo. St.,Home,Win,3,0,NA,1,3,5,24,9,7,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,1,0,0,7,3,12,0,1,0,0,0,90:00,3,6,0,0,0,0,0,3,0,0,0,692,654
2022-10-20,Tennessee Tech Golden Eagles,Morehead St.,Home,Win,1,0,NA,1,1,1,13,9,5,0,1,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,1,0,0,4,3,9,0,1,0,0,0,90:00,1,8,0,0,0,0,0,1,0,0,0,692,444
2022-10-23,Tennessee Tech Golden Eagles,Little Rock,Away,Draw,2,2,NA,1,2,2,8,3,10,0,0,0,0,0,90:00,2,3,0,0,0,0,0,4,0,0,0,2,1,13,5,13,0,0,0,0,0,90:00,2,1,0,0,0,0,0,6,1,1,0,692,32
2022-11-04,Tennessee Tech Golden Eagles,Lindenwood,Home,Win,5,0,NA,1,5,2,19,9,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,2,2,1,0,0,5,2,14,0,2,0,0,0,90:00,5,4,0,0,0,0,0,7,0,0,0,692,30136
2022-11-06,Tennessee Tech Golden Eagles,SIUE,Home,Loss,0,1,NA,1,0,0,10,3,9,0,1,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,0,1,1,11,3,11,0,1,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1,692,660
2022-08-18,Tex. A&M-Commerce Lions,Oral Roberts,Away,Loss,0,4,NA,1,0,0,5,4,7,0,3,0,0,0,90:00,4,12,0,0,0,0,0,1,0,0,0,4,5,20,16,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,9,0,0,1,199,527
2022-08-21,Tex. A&M-Commerce Lions,ULM,Home,Loss,0,3,NA,1,0,0,13,6,7,0,1,0,0,0,90:00,3,7,0,0,0,0,0,1,0,0,0,3,2,20,10,8,0,2,0,0,0,90:00,0,6,1,0,0,0,0,3,1,1,1,199,498
2022-08-25,Tex. A&M-Commerce Lions,UTSA,Home,Loss,0,2,NA,1,0,0,4,1,9,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0,2,2,9,3,6,0,0,0,0,0,90:00,0,1,1,1,0,0,0,8,0,0,1,199,706
2022-09-01,Tex. A&M-Commerce Lions,Colorado,Away,Loss,0,6,NA,1,0,0,6,3,12,0,0,0,0,0,90:00,6,9,0,0,0,0,0,5,0,0,0,6,7,38,15,9,0,1,0,0,0,90:00,0,3,1,0,0,0,0,11,1,1,1,199,157
2022-09-04,Tex. A&M-Commerce Lions,Colorado Col.,Away,Draw,2,2,NA,1,2,1,12,4,12,0,1,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,0,2,1,18,8,10,0,1,0,0,0,90:00,2,3,0,0,0,0,0,8,1,1,0,199,154
2022-09-09,Tex. A&M-Commerce Lions,Houston Christian,Home,Win,4,1,NA,1,4,4,18,5,6,0,0,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,1,1,0,19,4,3,0,1,0,0,0,90:00,4,1,0,0,0,0,0,5,0,1,0,199,287
2022-09-16,Tex. A&M-Commerce Lions,McNeese,Away,Win,2,1,NA,1,2,2,5,2,11,0,4,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,1,1,1,12,6,12,0,1,0,0,0,90:00,2,0,0,0,0,0,0,2,0,0,0,199,402
2022-09-18,Tex. A&M-Commerce Lions,Lamar University,Away,Loss,1,3,NA,1,1,1,10,6,9,0,2,0,0,0,90:00,3,5,0,0,0,0,0,7,0,0,0,3,3,18,8,6,0,0,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,1,199,346
2022-09-25,Tex. A&M-Commerce Lions,Northwestern St.,Home,Loss,1,4,NA,1,1,0,12,1,3,0,0,0,0,0,90:00,4,5,0,0,0,0,0,5,0,0,0,4,3,22,9,3,0,0,0,0,0,90:00,1,0,0,0,0,0,0,8,0,0,1,199,508
2022-09-30,Tex. A&M-Commerce Lions,A&M-Corpus Christi,Home,Win,4,0,NA,1,4,4,20,9,14,0,2,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,0,0,15,5,5,0,1,0,0,0,90:00,4,5,0,0,0,0,0,8,0,0,0,199,26172
2022-10-02,Tex. A&M-Commerce Lions,Nicholls,Away,Win,2,0,NA,1,2,3,23,9,10,0,0,0,0,0,90:00,0,0,1,0,0,0,0,5,0,0,1,0,0,7,0,9,0,1,0,0,0,90:00,2,7,0,0,0,0,0,1,0,0,0,199,483
2022-10-09,Tex. A&M-Commerce Lions,Southeastern La.,Home,Draw,0,0,NA,1,0,0,17,7,9,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,0,0,0,7,2,8,0,0,0,0,0,90:00,0,7,1,0,0,0,0,3,0,0,0,199,655
2022-10-14,Tex. A&M-Commerce Lions,Lamar University,Home,Loss,1,2,NA,1,1,2,16,7,9,0,2,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,0,2,4,18,7,10,0,1,0,0,0,90:00,1,6,0,0,0,0,0,5,0,0,1,199,346
2022-10-16,Tex. A&M-Commerce Lions,Northwestern St.,Away,Loss,0,1,NA,1,0,0,5,2,11,0,3,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,0,1,1,12,4,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,1,199,508
2022-10-21,Tex. A&M-Commerce Lions,UIW,Away,Win,2,0,NA,1,2,3,14,11,3,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,1,0,0,5,3,4,0,0,0,0,0,90:00,2,9,0,0,0,0,0,4,0,0,0,199,2743
2022-10-23,Tex. A&M-Commerce Lions,Houston Christian,Away,Win,2,1,NA,1,2,3,7,3,11,0,2,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,1,1,2,21,8,6,0,0,0,0,0,90:00,2,1,0,0,0,0,0,5,0,0,0,199,287
2022-10-28,Tex. A&M-Commerce Lions,McNeese,Home,Win,2,1,NA,1,2,1,19,9,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,6,1,1,1,1,1,7,3,8,0,0,0,0,0,90:00,2,7,0,0,0,0,0,1,0,0,0,199,402
2022-11-02,Tex. A&M-Commerce Lions,"A&M-Corpus Christi Natchitoches, LA",Away,Win,2,1,NA,1,2,2,17,10,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,10,0,0,1,1,0,14,4,5,0,0,0,0,0,90:00,2,8,0,0,0,0,0,2,0,0,0,199,26172
2022-11-04,Tex. A&M-Commerce Lions,Northwestern St.,Away,Win,3,2,2,1,3,1,11,4,12,0,1,0,0,0,110:00,2,13,0,0,0,0,0,2,0,0,1,2,0,27,15,10,0,1,0,0,0,110:00,3,1,0,0,0,0,0,12,1,1,0,199,508
2022-11-06,Tex. A&M-Commerce Lions,"Lamar University Natchitoches, LA",Away,Loss,1,4,NA,1,1,0,12,7,13,0,1,0,0,0,90:00,4,12,0,0,0,0,0,8,0,0,0,4,2,29,16,6,0,0,0,0,0,90:00,1,6,0,0,0,0,0,11,0,0,1,199,346
2022-08-18,Texas Longhorns,Lipscomb,Home,Win,5,0,NA,1,5,7,20,10,10,0,0,0,0,0,90:00,0,3,1,0,0,0,0,8,0,0,1,0,0,10,3,12,0,0,0,0,0,90:00,5,5,0,0,0,0,0,2,0,0,0,703,28600
2022-08-25,Texas Longhorns,North Carolina,Home,Loss,0,2,NA,1,0,0,8,2,4,0,0,0,0,0,90:00,2,6,0,0,0,0,0,2,0,0,0,2,3,23,8,10,0,0,0,0,0,90:00,0,2,1,1,0,0,0,8,0,0,1,703,457
2022-08-28,Texas Longhorns,Florida,Home,Win,3,2,NA,1,3,5,19,8,11,0,1,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,1,2,1,13,8,10,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0,703,235
2022-09-01,Texas Longhorns,Oregon,Away,Draw,1,1,NA,1,1,0,18,7,10,0,1,0,0,0,90:00,1,0,0,0,0,0,0,5,0,0,0,1,2,6,1,6,0,3,0,0,0,90:00,1,6,0,0,0,0,0,4,0,0,0,703,529
2022-09-04,Texas Longhorns,Gonzaga,Away,Win,3,2,NA,1,3,3,15,5,6,0,1,0,0,0,90:00,2,3,0,0,0,0,0,8,0,0,1,2,2,15,5,7,0,0,0,0,0,90:00,3,2,0,0,0,0,0,2,0,0,0,703,260
2022-09-08,Texas Longhorns,Utah St.,Home,Win,2,1,NA,1,2,1,20,8,10,0,2,0,0,0,90:00,1,3,0,0,0,0,0,11,1,1,1,1,0,8,4,11,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,1,1,0,703,731
2022-09-11,Texas Longhorns,UTRGV,Home,Win,5,0,NA,1,5,6,27,9,5,0,1,0,0,0,90:00,0,1,1,0,0,0,0,8,0,0,1,0,0,7,1,6,0,0,0,0,0,90:00,5,4,0,0,0,0,0,4,0,0,0,703,536
2022-09-15,Texas Longhorns,Texas Southern,Home,Win,8,0,NA,1,8,10,54,28,7,0,0,0,0,0,90:00,0,0,1,1,0,0,0,17,0,0,1,0,0,2,0,4,0,1,0,0,0,90:00,8,21,0,0,0,0,0,0,0,0,0,703,699
2022-09-18,Texas Longhorns,UCF,Home,Draw,2,2,NA,1,2,2,16,7,10,0,1,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,0,2,1,13,7,5,0,0,0,0,0,90:00,2,5,0,0,0,0,0,1,0,0,0,703,128
2022-09-22,Texas Longhorns,TCU,Away,Draw,1,1,NA,1,1,2,17,7,8,0,0,0,0,0,90:00,1,4,0,0,0,0,0,7,0,0,0,1,0,10,5,10,0,1,0,0,0,90:00,1,6,0,0,0,0,0,4,1,1,0,703,698
2022-09-25,Texas Longhorns,Texas Tech,Away,Win,2,0,NA,1,2,0,13,9,8,0,0,0,0,0,90:00,0,4,1,0,0,0,0,7,0,0,1,0,0,13,4,6,0,3,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,0,703,700
2022-09-30,Texas Longhorns,Baylor,Home,Win,1,0,NA,1,1,0,11,4,13,0,1,0,0,0,90:00,0,9,1,0,0,0,0,4,0,0,1,0,0,14,9,5,0,1,0,0,0,90:00,1,3,0,0,0,0,0,1,0,0,0,703,51
2022-10-06,Texas Longhorns,Kansas St.,Home,Win,4,0,NA,1,4,6,21,10,10,0,1,0,0,0,90:00,0,5,1,0,0,0,0,12,0,0,1,0,0,11,5,10,0,0,0,0,0,90:00,4,6,0,0,0,0,0,2,0,0,0,703,327
2022-10-09,Texas Longhorns,Kansas,Home,Win,2,0,NA,1,2,3,19,7,14,0,0,0,0,0,90:00,0,2,1,0,0,0,0,12,0,0,1,0,0,9,2,7,0,3,0,0,0,90:00,2,5,0,0,0,0,0,1,0,0,0,703,328
2022-10-13,Texas Longhorns,West Virginia,Away,Win,2,1,NA,1,2,1,14,8,11,0,1,0,0,0,90:00,1,2,0,0,0,0,0,7,1,1,1,1,1,6,3,14,1,2,0,0,0,90:00,2,6,0,0,0,0,0,3,0,0,0,703,768
2022-10-20,Texas Longhorns,Iowa St.,Away,Draw,1,1,NA,1,1,1,21,3,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,0,1,2,7,3,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,0,703,311
2022-10-23,Texas Longhorns,Oklahoma St.,Away,Win,2,1,NA,1,2,1,13,3,12,1,2,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,1,1,1,10,5,14,0,0,0,0,0,90:00,2,1,0,0,0,0,0,2,0,0,0,703,521
2022-10-27,Texas Longhorns,Oklahoma,Home,Win,3,1,NA,1,3,4,14,9,10,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,1,0,8,4,13,0,0,0,0,0,90:00,3,6,0,0,0,0,0,1,1,1,0,703,522
2022-10-30,Texas Longhorns,"Kansas St. Round Rock, TX",Away,Win,4,0,NA,1,4,4,20,9,6,0,1,0,0,0,90:00,0,7,1,0,0,0,0,15,1,1,1,0,0,10,7,11,0,1,0,0,0,90:00,4,5,0,0,0,0,0,7,0,0,0,703,327
2022-11-03,Texas Longhorns,"West Virginia Round Rock, TX",Away,Loss,0,1,NA,1,0,0,12,5,9,0,2,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,0,1,1,7,3,9,0,2,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,1,703,768
2022-11-11,Texas Longhorns,Texas A&M,Home,Win,3,1,NA,1,3,2,16,7,7,0,2,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1,1,0,8,4,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,1,1,1,0,703,697
2022-11-18,Texas Longhorns,Duke,Away,Loss,0,1,NA,1,0,0,7,2,7,0,1,0,0,0,90:00,1,4,0,0,0,0,0,2,0,0,0,1,1,20,5,8,0,1,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,703,193
2022-08-18,Texas A&M Aggies,Clemson,Away,Draw,0,0,NA,1,0,0,8,4,12,0,0,0,0,0,90:00,0,7,1,0,0,0,0,7,0,0,0,0,0,11,7,10,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,0,697,147
2022-08-21,Texas A&M Aggies,McNeese,Home,Win,8,0,NA,1,8,11,25,15,9,0,0,0,0,0,90:00,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,5,0,2,0,0,0,90:00,8,7,0,0,0,0,0,0,0,0,0,697,402
2022-08-25,Texas A&M Aggies,Sam Houston,Home,Win,6,0,NA,1,6,6,33,16,3,0,0,0,0,0,90:00,0,2,1,1,0,0,0,10,0,0,1,0,0,7,2,6,0,0,0,0,0,90:00,6,10,0,0,0,0,0,0,0,0,0,697,624
2022-08-27,Texas A&M Aggies,New Mexico St.,Home,Win,2,1,NA,1,2,2,21,7,10,0,0,0,0,0,90:00,1,1,0,0,0,0,0,9,0,0,1,1,1,7,2,9,0,4,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,697,472
2022-09-01,Texas A&M Aggies,Illinois,Away,Win,1,0,NA,1,1,1,11,5,16,0,0,0,0,0,90:00,0,1,1,0,0,0,0,3,0,0,1,0,0,2,1,8,0,1,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,0,697,301
2022-09-04,Texas A&M Aggies,Ohio St.,Away,Draw,0,0,NA,1,0,0,14,2,8,0,3,0,0,0,90:00,0,4,1,0,0,0,0,2,0,0,0,0,0,15,4,5,0,0,0,0,0,90:00,0,2,1,1,0,0,0,10,0,0,0,697,518
2022-09-08,Texas A&M Aggies,TCU,Home,Loss,1,2,NA,1,1,0,11,6,14,0,1,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,0,2,1,15,5,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,1,697,698
2022-09-11,Texas A&M Aggies,South Alabama,Home,Win,4,1,NA,1,4,6,16,8,10,0,0,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,1,1,2,4,3,4,0,3,0,0,0,90:00,4,4,0,0,0,0,0,0,0,0,0,697,646
2022-09-16,Texas A&M Aggies,Georgia,Home,Loss,2,3,NA,1,2,2,19,7,9,0,1,0,0,0,90:00,3,0,0,0,0,0,0,8,0,0,0,3,3,8,3,11,0,1,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,1,697,257
2022-09-22,Texas A&M Aggies,Mississippi St.,Home,Loss,0,1,NA,1,0,0,14,7,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,0,1,0,8,2,14,0,1,0,0,0,90:00,0,7,1,0,0,0,0,7,0,0,1,697,430
2022-09-25,Texas A&M Aggies,Alabama,Away,Loss,0,3,NA,1,0,0,15,5,14,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0,3,4,15,8,13,0,0,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,697,8
2022-09-29,Texas A&M Aggies,Arkansas,Away,Loss,0,1,NA,1,0,0,4,1,8,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,0,0,0,1,2,17,6,11,0,1,0,0,0,90:00,0,1,1,0,0,0,0,6,0,0,1,697,31
2022-10-02,Texas A&M Aggies,Rice,Home,Win,1,0,NA,1,1,0,18,6,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,1,0,0,8,2,9,0,1,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,0,697,574
2022-10-06,Texas A&M Aggies,LSU,Home,Draw,2,2,NA,1,2,3,14,4,2,0,0,0,0,0,90:00,2,6,0,0,0,0,0,5,0,0,0,2,2,13,8,14,0,1,0,0,0,90:00,2,2,0,0,0,0,0,3,1,1,0,697,365
2022-10-09,Texas A&M Aggies,Ole Miss,Away,Win,2,1,NA,1,2,2,14,7,5,0,1,0,0,0,90:00,1,2,0,0,0,0,0,9,0,0,1,1,0,7,3,8,0,1,0,0,0,90:00,2,5,0,0,0,0,0,5,1,1,0,697,433
2022-10-14,Texas A&M Aggies,Auburn,Home,Win,3,1,NA,1,3,6,12,5,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,1,1,1,8,5,4,0,0,0,0,0,90:00,3,2,0,0,0,0,0,7,0,0,0,697,37
2022-10-20,Texas A&M Aggies,South Carolina,Away,Draw,1,1,NA,1,1,2,5,2,4,0,1,0,0,0,90:00,1,9,0,0,0,0,0,3,0,0,0,1,1,15,10,6,0,0,0,0,0,90:00,1,1,0,0,0,0,0,5,0,0,0,697,648
2022-10-23,Texas A&M Aggies,Missouri,Home,Draw,1,1,NA,1,1,0,15,4,6,0,0,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,0,1,1,6,2,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,0,697,434
2022-10-27,Texas A&M Aggies,Florida,Away,Win,4,1,NA,1,4,5,15,6,8,0,2,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,1,1,1,9,3,11,0,2,0,0,0,90:00,4,2,0,0,0,0,0,6,0,0,0,697,235
2022-10-30,Texas A&M Aggies,"Mississippi St. Pensacola, FL",Away,Loss,1,2,2,1,1,1,29,10,14,0,2,0,0,0,110:00,2,6,0,0,0,0,0,6,0,0,0,2,2,9,8,13,0,2,0,0,0,110:00,1,9,0,0,0,0,0,1,0,0,1,697,430
2022-11-11,Texas A&M Aggies,Texas,Away,Loss,1,3,NA,1,1,0,8,4,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,1,1,1,0,3,2,16,7,7,0,2,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1,697,703
2022-08-18,Texas Southern Lady Tigers,A&M-Corpus Christi,Home,Loss,1,3,NA,1,1,0,10,3,4,0,0,0,0,0,90:00,3,4,0,0,0,0,0,1,1,1,0,3,3,20,7,6,0,0,0,0,0,90:00,1,2,0,0,0,0,0,11,0,0,1,699,NA
2022-08-21,Texas Southern Lady Tigers,UTSA,Away,Loss,0,7,NA,1,0,0,1,1,8,0,1,0,0,0,90:00,7,8,0,0,0,0,0,0,0,0,0,7,11,39,15,14,0,0,0,0,0,90:00,0,1,1,1,0,0,0,6,0,0,1,699,NA
2022-09-02,Texas Southern Lady Tigers,UTRGV,Away,Loss,0,3,NA,1,0,0,2,1,15,0,0,0,0,0,90:00,3,3,0,0,0,0,0,2,0,0,0,3,3,17,6,12,0,1,0,0,0,90:00,0,1,1,1,0,0,0,9,1,1,1,699,NA
2022-09-04,Texas Southern Lady Tigers,UIW,Away,Loss,1,4,NA,1,1,0,3,2,7,0,1,0,0,0,90:00,4,12,0,0,0,0,0,0,0,0,0,4,0,25,16,8,0,2,0,0,0,90:00,1,1,0,0,0,0,0,6,1,1,1,699,NA
2022-09-09,Texas Southern Lady Tigers,ULM,Away,Loss,0,1,NA,1,0,0,0,0,10,0,1,0,0,0,90:00,1,17,0,0,0,0,0,0,0,0,0,1,1,40,18,6,0,1,0,0,0,90:00,0,0,1,0,0,0,0,12,0,0,1,699,NA
2022-09-11,Texas Southern Lady Tigers,Abilene Christian,Away,Loss,0,1,NA,1,0,0,8,4,9,0,0,0,0,0,90:00,1,8,0,0,0,0,0,1,0,0,0,1,1,21,9,8,0,1,0,0,0,90:00,0,4,1,1,0,0,0,10,0,0,1,699,NA
2022-09-15,Texas Southern Lady Tigers,Texas,Away,Loss,0,8,NA,1,0,0,2,0,4,0,1,0,0,0,90:00,8,21,0,0,0,0,0,0,0,0,0,8,10,54,28,7,0,0,0,0,0,90:00,0,0,1,1,0,0,0,17,0,0,1,699,NA
2022-09-18,Texas Southern Lady Tigers,TAMU-San Antonio,Home,Draw,1,1,NA,1,1,1,10,3,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,2,0,0,0,1,0,15,5,7,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,0,699,NA
2022-09-23,Texas Southern Lady Tigers,Alabama St.,Home,Draw,0,0,NA,1,0,0,23,15,4,0,2,0,0,0,90:00,0,4,1,0,0,0,0,4,0,1,0,0,0,11,4,11,0,0,0,0,0,90:00,0,15,1,0,0,0,0,4,0,0,0,699,NA
2022-09-25,Texas Southern Lady Tigers,Alabama A&M,Home,Win,3,1,NA,1,3,2,14,5,6,0,0,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,1,1,0,15,6,7,0,0,0,0,0,90:00,3,2,0,0,0,0,0,7,0,0,0,699,NA
2022-09-30,Texas Southern Lady Tigers,Grambling,Away,Win,1,0,NA,1,1,0,6,3,9,0,0,0,0,0,90:00,0,11,1,0,0,0,0,3,0,0,1,0,0,20,11,9,0,2,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,0,699,NA
2022-10-02,Texas Southern Lady Tigers,Ark.-Pine Bluff,Away,Loss,1,5,NA,1,1,0,8,7,2,0,1,0,0,0,90:00,5,6,0,0,0,0,0,7,1,1,0,5,5,17,11,3,0,1,0,0,0,90:00,1,6,0,0,0,0,0,5,0,0,1,699,NA
2022-10-07,Texas Southern Lady Tigers,Alcorn,Away,Win,1,0,NA,1,1,0,14,7,13,0,2,0,0,0,90:00,0,6,1,0,0,0,0,2,0,0,1,0,0,12,6,11,0,1,0,0,0,90:00,1,6,0,0,0,0,0,2,0,0,0,699,NA
2022-10-21,Texas Southern Lady Tigers,Southern U.,Home,Draw,1,1,NA,1,1,0,11,4,6,0,2,0,0,0,90:00,1,7,0,0,0,0,0,5,0,0,0,1,0,17,8,6,0,1,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,0,699,NA
2022-10-23,Texas Southern Lady Tigers,Jackson St.,Home,Loss,0,2,NA,1,0,0,11,2,9,0,0,0,0,0,90:00,2,4,0,0,0,0,0,1,0,0,0,2,1,11,6,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,0,0,0,1,699,NA
2022-10-28,Texas Southern Lady Tigers,Prairie View,Home,Loss,1,2,NA,1,1,1,29,10,8,1,0,0,0,0,90:00,2,3,0,0,0,0,0,10,0,1,0,2,0,9,5,5,0,1,0,0,0,90:00,1,9,0,0,0,0,0,2,0,0,1,699,NA
2022-11-03,Texas Southern Lady Tigers,"Alabama St. Prairie View, TX",Away,Win,2,0,NA,1,2,0,10,5,13,0,1,0,0,0,90:00,0,3,1,0,0,0,0,5,0,0,1,0,0,4,3,6,0,1,0,0,0,90:00,2,3,0,0,0,0,0,5,0,0,0,699,NA
